seed,checkpoint,device,image_id,inference_seconds
42,checkpoint_final.pth,cuda,liver_0626,0.082195
42,checkpoint_final.pth,cuda,liver_0627,0.165377
42,checkpoint_final.pth,cuda,liver_0628,0.110315
42,checkpoint_final.pth,cuda,liver_0629,0.082790
42,checkpoint_final.pth,cuda,liver_0630,0.082195
42,checkpoint_final.pth,cuda,liver_0631,0.083090
42,checkpoint_final.pth,cuda,liver_0632,0.082797
42,checkpoint_final.pth,cuda,liver_0633,0.082668
42,checkpoint_final.pth,cuda,liver_0634,0.082795
42,checkpoint_final.pth,cuda,liver_0635,0.082853
42,checkpoint_final.pth,cuda,liver_0636,0.082526
42,checkpoint_final.pth,cuda,liver_0637,0.082100
42,checkpoint_final.pth,cuda,liver_0638,0.082506
42,checkpoint_final.pth,cuda,liver_0639,0.082806
42,checkpoint_final.pth,cuda,liver_0640,0.164025
42,checkpoint_final.pth,cuda,liver_0641,0.165515
42,checkpoint_final.pth,cuda,liver_0642,0.164232
42,checkpoint_final.pth,cuda,liver_0643,0.082932
42,checkpoint_final.pth,cuda,liver_0644,0.082580
42,checkpoint_final.pth,cuda,liver_0645,0.082463
42,checkpoint_final.pth,cuda,liver_0646,0.082619
42,checkpoint_final.pth,cuda,liver_0647,0.082612
42,checkpoint_final.pth,cuda,liver_0648,0.082504
42,checkpoint_final.pth,cuda,liver_0649,0.082402
42,checkpoint_final.pth,cuda,liver_0650,0.082996
42,checkpoint_final.pth,cuda,liver_0651,0.082366
42,checkpoint_final.pth,cuda,liver_0652,0.082889
42,checkpoint_final.pth,cuda,liver_0653,0.082241
42,checkpoint_final.pth,cuda,liver_0654,0.082630
42,checkpoint_final.pth,cuda,liver_0655,0.083093
42,checkpoint_final.pth,cuda,liver_0656,0.082629
42,checkpoint_final.pth,cuda,liver_0657,0.165297
42,checkpoint_final.pth,cuda,liver_0658,0.082406
42,checkpoint_final.pth,cuda,liver_0659,0.082761
42,checkpoint_final.pth,cuda,liver_0660,0.163987
42,checkpoint_final.pth,cuda,liver_0661,0.166137
42,checkpoint_final.pth,cuda,liver_0662,0.083471
42,checkpoint_final.pth,cuda,liver_0663,0.082061
42,checkpoint_final.pth,cuda,liver_0664,0.164792
42,checkpoint_final.pth,cuda,liver_0665,0.165266
42,checkpoint_final.pth,cuda,liver_0666,0.164316
42,checkpoint_final.pth,cuda,liver_0667,0.164225
42,checkpoint_final.pth,cuda,liver_0668,0.165082
42,checkpoint_final.pth,cuda,liver_0669,0.165549
