seed,checkpoint,device,image_id,inference_seconds
42,checkpoint_final.pth,cuda,liver_0626,0.084260
42,checkpoint_final.pth,cuda,liver_0627,0.166892
42,checkpoint_final.pth,cuda,liver_0628,0.083844
42,checkpoint_final.pth,cuda,liver_0629,0.084437
42,checkpoint_final.pth,cuda,liver_0630,0.084615
42,checkpoint_final.pth,cuda,liver_0631,0.084085
42,checkpoint_final.pth,cuda,liver_0632,0.084298
42,checkpoint_final.pth,cuda,liver_0633,0.084377
42,checkpoint_final.pth,cuda,liver_0634,0.084425
42,checkpoint_final.pth,cuda,liver_0635,0.084866
42,checkpoint_final.pth,cuda,liver_0636,0.084591
42,checkpoint_final.pth,cuda,liver_0637,0.084102
42,checkpoint_final.pth,cuda,liver_0638,0.084152
42,checkpoint_final.pth,cuda,liver_0639,0.084423
42,checkpoint_final.pth,cuda,liver_0640,0.164825
42,checkpoint_final.pth,cuda,liver_0641,0.110942
42,checkpoint_final.pth,cuda,liver_0642,0.164376
42,checkpoint_final.pth,cuda,liver_0643,0.084411
42,checkpoint_final.pth,cuda,liver_0644,0.083999
42,checkpoint_final.pth,cuda,liver_0645,0.086177
42,checkpoint_final.pth,cuda,liver_0646,0.089519
42,checkpoint_final.pth,cuda,liver_0647,0.082800
42,checkpoint_final.pth,cuda,liver_0648,0.082825
42,checkpoint_final.pth,cuda,liver_0649,0.083026
42,checkpoint_final.pth,cuda,liver_0650,0.083016
42,checkpoint_final.pth,cuda,liver_0651,0.084092
42,checkpoint_final.pth,cuda,liver_0652,0.087117
42,checkpoint_final.pth,cuda,liver_0653,0.083062
42,checkpoint_final.pth,cuda,liver_0654,0.083271
42,checkpoint_final.pth,cuda,liver_0655,0.082971
42,checkpoint_final.pth,cuda,liver_0656,0.082798
42,checkpoint_final.pth,cuda,liver_0657,0.161159
42,checkpoint_final.pth,cuda,liver_0658,0.082542
42,checkpoint_final.pth,cuda,liver_0659,0.083118
42,checkpoint_final.pth,cuda,liver_0660,0.160224
42,checkpoint_final.pth,cuda,liver_0661,0.162254
42,checkpoint_final.pth,cuda,liver_0662,0.082421
42,checkpoint_final.pth,cuda,liver_0663,0.083050
42,checkpoint_final.pth,cuda,liver_0664,0.162168
42,checkpoint_final.pth,cuda,liver_0665,0.160730
42,checkpoint_final.pth,cuda,liver_0666,0.160534
42,checkpoint_final.pth,cuda,liver_0667,0.160717
42,checkpoint_final.pth,cuda,liver_0668,0.177982
42,checkpoint_final.pth,cuda,liver_0669,0.165720
42,checkpoint_final.pth,cuda,liver_0670,0.165538
42,checkpoint_final.pth,cuda,liver_0671,0.084684
42,checkpoint_final.pth,cuda,liver_0672,0.165570
42,checkpoint_final.pth,cuda,liver_0673,0.165530
42,checkpoint_final.pth,cuda,liver_0674,0.165515
42,checkpoint_final.pth,cuda,liver_0675,0.164112
42,checkpoint_final.pth,cuda,liver_0676,0.084739
42,checkpoint_final.pth,cuda,liver_0677,0.084562
42,checkpoint_final.pth,cuda,liver_0678,0.165311
42,checkpoint_final.pth,cuda,liver_0679,0.165500
42,checkpoint_final.pth,cuda,liver_0680,0.084202
42,checkpoint_final.pth,cuda,liver_0681,0.164677
42,checkpoint_final.pth,cuda,liver_0682,0.084394
42,checkpoint_final.pth,cuda,liver_0683,0.084583
42,checkpoint_final.pth,cuda,liver_0684,0.084377
42,checkpoint_final.pth,cuda,liver_0685,0.165498
42,checkpoint_final.pth,cuda,liver_0686,0.111270
42,checkpoint_final.pth,cuda,liver_0687,0.165178
