seed,checkpoint,device,image_id,inference_seconds
42,checkpoint_final.pth,cuda,liver_0626,0.085347
42,checkpoint_final.pth,cuda,liver_0627,0.112981
42,checkpoint_final.pth,cuda,liver_0628,0.085254
42,checkpoint_final.pth,cuda,liver_0629,0.085853
42,checkpoint_final.pth,cuda,liver_0630,0.085668
42,checkpoint_final.pth,cuda,liver_0631,0.085363
42,checkpoint_final.pth,cuda,liver_0632,0.085278
42,checkpoint_final.pth,cuda,liver_0633,0.085949
42,checkpoint_final.pth,cuda,liver_0634,0.085197
42,checkpoint_final.pth,cuda,liver_0635,0.085047
42,checkpoint_final.pth,cuda,liver_0636,0.085338
42,checkpoint_final.pth,cuda,liver_0637,0.085494
42,checkpoint_final.pth,cuda,liver_0638,0.084813
42,checkpoint_final.pth,cuda,liver_0639,0.086126
42,checkpoint_final.pth,cuda,liver_0640,0.113547
42,checkpoint_final.pth,cuda,liver_0641,0.114123
42,checkpoint_final.pth,cuda,liver_0642,0.113282
42,checkpoint_final.pth,cuda,liver_0643,0.085651
42,checkpoint_final.pth,cuda,liver_0644,0.086121
42,checkpoint_final.pth,cuda,liver_0645,0.086101
42,checkpoint_final.pth,cuda,liver_0646,0.086709
42,checkpoint_final.pth,cuda,liver_0647,0.085712
42,checkpoint_final.pth,cuda,liver_0648,0.086221
42,checkpoint_final.pth,cuda,liver_0649,0.085591
42,checkpoint_final.pth,cuda,liver_0650,0.085787
42,checkpoint_final.pth,cuda,liver_0651,0.085590
42,checkpoint_final.pth,cuda,liver_0652,0.085986
42,checkpoint_final.pth,cuda,liver_0653,0.085917
42,checkpoint_final.pth,cuda,liver_0654,0.085389
42,checkpoint_final.pth,cuda,liver_0655,0.085928
42,checkpoint_final.pth,cuda,liver_0656,0.086078
42,checkpoint_final.pth,cuda,liver_0657,0.113454
42,checkpoint_final.pth,cuda,liver_0658,0.086246
42,checkpoint_final.pth,cuda,liver_0659,0.085879
42,checkpoint_final.pth,cuda,liver_0660,0.113229
42,checkpoint_final.pth,cuda,liver_0661,0.114656
42,checkpoint_final.pth,cuda,liver_0662,0.086758
42,checkpoint_final.pth,cuda,liver_0663,0.086079
42,checkpoint_final.pth,cuda,liver_0664,0.113320
42,checkpoint_final.pth,cuda,liver_0665,0.113251
42,checkpoint_final.pth,cuda,liver_0666,0.113622
42,checkpoint_final.pth,cuda,liver_0667,0.113511
42,checkpoint_final.pth,cuda,liver_0668,0.113305
42,checkpoint_final.pth,cuda,liver_0669,0.113841
42,checkpoint_final.pth,cuda,liver_0670,0.113190
42,checkpoint_final.pth,cuda,liver_0671,0.086121
42,checkpoint_final.pth,cuda,liver_0672,0.114320
42,checkpoint_final.pth,cuda,liver_0673,0.113547
42,checkpoint_final.pth,cuda,liver_0674,0.114715
42,checkpoint_final.pth,cuda,liver_0675,0.113409
42,checkpoint_final.pth,cuda,liver_0676,0.085481
42,checkpoint_final.pth,cuda,liver_0677,0.086202
42,checkpoint_final.pth,cuda,liver_0678,0.113452
42,checkpoint_final.pth,cuda,liver_0679,0.113625
42,checkpoint_final.pth,cuda,liver_0680,0.085515
42,checkpoint_final.pth,cuda,liver_0681,0.113663
42,checkpoint_final.pth,cuda,liver_0682,0.085745
42,checkpoint_final.pth,cuda,liver_0683,0.086699
42,checkpoint_final.pth,cuda,liver_0684,0.086669
42,checkpoint_final.pth,cuda,liver_0685,0.113013
42,checkpoint_final.pth,cuda,liver_0686,0.113559
42,checkpoint_final.pth,cuda,liver_0687,0.112672
42,checkpoint_final.pth,cuda,liver_0688,0.114016
42,checkpoint_final.pth,cuda,liver_0689,0.113323
42,checkpoint_final.pth,cuda,liver_0690,0.085664
42,checkpoint_final.pth,cuda,liver_0691,0.086282
42,checkpoint_final.pth,cuda,liver_0692,0.086486
42,checkpoint_final.pth,cuda,liver_0693,0.113096
42,checkpoint_final.pth,cuda,liver_0694,0.113958
42,checkpoint_final.pth,cuda,liver_0695,0.113346
42,checkpoint_final.pth,cuda,liver_0696,0.113411
42,checkpoint_final.pth,cuda,liver_0697,0.113599
42,checkpoint_final.pth,cuda,liver_0698,0.113009
42,checkpoint_final.pth,cuda,liver_0699,0.113173
42,checkpoint_final.pth,cuda,liver_0700,0.113634
42,checkpoint_final.pth,cuda,liver_0701,0.113176
42,checkpoint_final.pth,cuda,liver_0702,0.085476
42,checkpoint_final.pth,cuda,liver_0703,0.113690
42,checkpoint_final.pth,cuda,liver_0704,0.113303
42,checkpoint_final.pth,cuda,liver_0705,0.112941
42,checkpoint_final.pth,cuda,liver_0706,0.113291
42,checkpoint_final.pth,cuda,liver_0707,0.113166
42,checkpoint_final.pth,cuda,liver_0708,0.113427
42,checkpoint_final.pth,cuda,liver_0709,0.112826
42,checkpoint_final.pth,cuda,liver_0710,0.113541
42,checkpoint_final.pth,cuda,liver_0711,0.113110
42,checkpoint_final.pth,cuda,liver_0712,0.113913
42,checkpoint_final.pth,cuda,liver_0713,0.113186
42,checkpoint_final.pth,cuda,liver_0714,0.113890
42,checkpoint_final.pth,cuda,liver_0715,0.113258
42,checkpoint_final.pth,cuda,liver_0716,0.085650
42,checkpoint_final.pth,cuda,liver_0717,0.086316
42,checkpoint_final.pth,cuda,liver_0718,0.085925
42,checkpoint_final.pth,cuda,liver_0719,0.113340
42,checkpoint_final.pth,cuda,liver_0720,0.113418
42,checkpoint_final.pth,cuda,liver_0721,0.085608
42,checkpoint_final.pth,cuda,liver_0722,0.086773
42,checkpoint_final.pth,cuda,liver_0723,0.085755
42,checkpoint_final.pth,cuda,liver_0724,0.085822
42,checkpoint_final.pth,cuda,liver_0725,0.085511
42,checkpoint_final.pth,cuda,liver_0726,0.086415
42,checkpoint_final.pth,cuda,liver_0727,0.085967
42,checkpoint_final.pth,cuda,liver_0728,0.086615
42,checkpoint_final.pth,cuda,liver_0729,0.086148
42,checkpoint_final.pth,cuda,liver_0730,0.085837
42,checkpoint_final.pth,cuda,liver_0731,0.085966
42,checkpoint_final.pth,cuda,liver_0732,0.085863
42,checkpoint_final.pth,cuda,liver_0733,0.086244
42,checkpoint_final.pth,cuda,liver_0734,0.086025
42,checkpoint_final.pth,cuda,liver_0735,0.085641
43,checkpoint_final.pth,cuda,liver_0626,0.084762
43,checkpoint_final.pth,cuda,liver_0627,0.110489
43,checkpoint_final.pth,cuda,liver_0628,0.084391
43,checkpoint_final.pth,cuda,liver_0629,0.084673
43,checkpoint_final.pth,cuda,liver_0630,0.084156
43,checkpoint_final.pth,cuda,liver_0631,0.084729
43,checkpoint_final.pth,cuda,liver_0632,0.084656
43,checkpoint_final.pth,cuda,liver_0633,0.084537
43,checkpoint_final.pth,cuda,liver_0634,0.084388
43,checkpoint_final.pth,cuda,liver_0635,0.084541
43,checkpoint_final.pth,cuda,liver_0636,0.104590
43,checkpoint_final.pth,cuda,liver_0637,0.086368
43,checkpoint_final.pth,cuda,liver_0638,0.086837
43,checkpoint_final.pth,cuda,liver_0639,0.086778
43,checkpoint_final.pth,cuda,liver_0640,0.114069
43,checkpoint_final.pth,cuda,liver_0641,0.113684
43,checkpoint_final.pth,cuda,liver_0642,0.114323
43,checkpoint_final.pth,cuda,liver_0643,0.085927
43,checkpoint_final.pth,cuda,liver_0644,0.086611
43,checkpoint_final.pth,cuda,liver_0645,0.086579
43,checkpoint_final.pth,cuda,liver_0646,0.086785
43,checkpoint_final.pth,cuda,liver_0647,0.086411
43,checkpoint_final.pth,cuda,liver_0648,0.086128
43,checkpoint_final.pth,cuda,liver_0649,0.086531
43,checkpoint_final.pth,cuda,liver_0650,0.086244
43,checkpoint_final.pth,cuda,liver_0651,0.086538
43,checkpoint_final.pth,cuda,liver_0652,0.095404
43,checkpoint_final.pth,cuda,liver_0653,0.084345
43,checkpoint_final.pth,cuda,liver_0654,0.084351
43,checkpoint_final.pth,cuda,liver_0655,0.084595
43,checkpoint_final.pth,cuda,liver_0656,0.084602
43,checkpoint_final.pth,cuda,liver_0657,0.110467
43,checkpoint_final.pth,cuda,liver_0658,0.083744
43,checkpoint_final.pth,cuda,liver_0659,0.085493
43,checkpoint_final.pth,cuda,liver_0660,0.110941
43,checkpoint_final.pth,cuda,liver_0661,0.110696
43,checkpoint_final.pth,cuda,liver_0662,0.084229
43,checkpoint_final.pth,cuda,liver_0663,0.084626
43,checkpoint_final.pth,cuda,liver_0664,0.110725
43,checkpoint_final.pth,cuda,liver_0665,0.110588
43,checkpoint_final.pth,cuda,liver_0666,0.110750
43,checkpoint_final.pth,cuda,liver_0667,0.111053
43,checkpoint_final.pth,cuda,liver_0668,0.110735
43,checkpoint_final.pth,cuda,liver_0669,0.110741
43,checkpoint_final.pth,cuda,liver_0670,0.110453
43,checkpoint_final.pth,cuda,liver_0671,0.086669
43,checkpoint_final.pth,cuda,liver_0672,0.111733
43,checkpoint_final.pth,cuda,liver_0673,0.111512
43,checkpoint_final.pth,cuda,liver_0674,0.111605
43,checkpoint_final.pth,cuda,liver_0675,0.112593
43,checkpoint_final.pth,cuda,liver_0676,0.084566
43,checkpoint_final.pth,cuda,liver_0677,0.085419
43,checkpoint_final.pth,cuda,liver_0678,0.110706
43,checkpoint_final.pth,cuda,liver_0679,0.110501
43,checkpoint_final.pth,cuda,liver_0680,0.084261
43,checkpoint_final.pth,cuda,liver_0681,0.110525
43,checkpoint_final.pth,cuda,liver_0682,0.084448
43,checkpoint_final.pth,cuda,liver_0683,0.084826
43,checkpoint_final.pth,cuda,liver_0684,0.084495
43,checkpoint_final.pth,cuda,liver_0685,0.111172
43,checkpoint_final.pth,cuda,liver_0686,0.110420
43,checkpoint_final.pth,cuda,liver_0687,0.110637
43,checkpoint_final.pth,cuda,liver_0688,0.110470
43,checkpoint_final.pth,cuda,liver_0689,0.110553
43,checkpoint_final.pth,cuda,liver_0690,0.084268
43,checkpoint_final.pth,cuda,liver_0691,0.085132
43,checkpoint_final.pth,cuda,liver_0692,0.084463
43,checkpoint_final.pth,cuda,liver_0693,0.111393
43,checkpoint_final.pth,cuda,liver_0694,0.110356
43,checkpoint_final.pth,cuda,liver_0695,0.110639
43,checkpoint_final.pth,cuda,liver_0696,0.110804
43,checkpoint_final.pth,cuda,liver_0697,0.110464
43,checkpoint_final.pth,cuda,liver_0698,0.110134
43,checkpoint_final.pth,cuda,liver_0699,0.110481
43,checkpoint_final.pth,cuda,liver_0700,0.110486
43,checkpoint_final.pth,cuda,liver_0701,0.110672
43,checkpoint_final.pth,cuda,liver_0702,0.084398
43,checkpoint_final.pth,cuda,liver_0703,0.111693
43,checkpoint_final.pth,cuda,liver_0704,0.110705
43,checkpoint_final.pth,cuda,liver_0705,0.110582
43,checkpoint_final.pth,cuda,liver_0706,0.111574
43,checkpoint_final.pth,cuda,liver_0707,0.111257
43,checkpoint_final.pth,cuda,liver_0708,0.110875
