timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 08:21:11.591, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 73.18 W, 300.00 W, 56, 2505 MHz
2026/09/23 08:21:12.596, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 67.81 W, 300.00 W, 56, 2505 MHz
2026/09/23 08:21:13.596, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 57.32 W, 300.00 W, 55, 600 MHz
2026/09/23 08:21:14.597, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 47.53 W, 300.00 W, 54, 375 MHz
2026/09/23 08:21:15.597, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 32.65 W, 300.00 W, 54, 210 MHz
2026/09/23 08:21:16.598, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 56.14 W, 300.00 W, 54, 2505 MHz
2026/09/23 08:21:17.598, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 61.60 W, 300.00 W, 54, 2505 MHz
2026/09/23 08:21:18.599, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 61.64 W, 300.00 W, 54, 2505 MHz
2026/09/23 08:21:19.603, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 61.61 W, 300.00 W, 54, 2505 MHz
2026/09/23 08:21:20.603, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 61.66 W, 300.00 W, 54, 2505 MHz
2026/09/23 08:21:21.604, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 61.46 W, 300.00 W, 54, 2505 MHz
2026/09/23 08:21:22.604, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.74 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:23.605, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.72 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:24.605, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.78 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:25.605, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.87 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:26.606, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.89 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:27.606, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.36 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:28.607, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.30 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:29.607, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.21 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:30.609, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.06 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:31.609, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 59.95 W, 300.00 W, 52, 2505 MHz
2026/09/23 08:21:32.610, 0, 0 %, 0 %, 637 MiB, 49140 MiB, 60.31 W, 300.00 W, 52, 2505 MHz
2026/09/23 08:21:33.610, 0, 8 %, 4 %, 1681 MiB, 49140 MiB, 105.00 W, 300.00 W, 56, 2745 MHz
2026/09/23 08:21:34.611, 0, 65 %, 71 %, 1843 MiB, 49140 MiB, 195.41 W, 300.00 W, 56, 2745 MHz
2026/09/23 08:21:35.611, 0, 62 %, 72 %, 2023 MiB, 49140 MiB, 152.90 W, 300.00 W, 55, 2745 MHz
2026/09/23 08:21:36.612, 0, 72 %, 81 %, 7027 MiB, 49140 MiB, 179.97 W, 300.00 W, 55, 2745 MHz
2026/09/23 08:21:37.613, 0, 63 %, 67 %, 3627 MiB, 49140 MiB, 169.97 W, 300.00 W, 55, 2745 MHz
2026/09/23 08:21:38.613, 0, 0 %, 0 %, 3627 MiB, 49140 MiB, 91.77 W, 300.00 W, 57, 2745 MHz
2026/09/23 08:21:39.614, 0, 0 %, 0 %, 3627 MiB, 49140 MiB, 97.14 W, 300.00 W, 54, 2745 MHz
2026/09/23 08:21:40.614, 0, 0 %, 0 %, 3631 MiB, 49140 MiB, 77.87 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:41.615, 0, 0 %, 0 %, 3631 MiB, 49140 MiB, 114.13 W, 300.00 W, 54, 2745 MHz
2026/09/23 08:21:42.615, 0, 0 %, 0 %, 3631 MiB, 49140 MiB, 95.30 W, 300.00 W, 54, 2745 MHz
2026/09/23 08:21:43.616, 0, 0 %, 0 %, 3631 MiB, 49140 MiB, 64.21 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:44.616, 0, 0 %, 0 %, 3631 MiB, 49140 MiB, 61.18 W, 300.00 W, 53, 2505 MHz
2026/09/23 08:21:45.617, 0, 0 %, 0 %, 3631 MiB, 49140 MiB, 59.43 W, 300.00 W, 52, 2505 MHz
