timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 04:06:07.343, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 74.00 W, 300.00 W, 55, 2505 MHz
2026/09/23 04:06:08.348, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 68.57 W, 300.00 W, 55, 2505 MHz
2026/09/23 04:06:09.348, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 62.72 W, 300.00 W, 55, 645 MHz
2026/09/23 04:06:10.349, 0, 0 %, 0 %, 1 MiB, 49140 MiB, 51.18 W, 300.00 W, 54, 420 MHz
2026/09/23 04:06:11.357, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 32.90 W, 300.00 W, 53, 240 MHz
2026/09/23 04:06:12.358, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 55.42 W, 300.00 W, 54, 2505 MHz
2026/09/23 04:06:13.358, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 60.76 W, 300.00 W, 54, 2505 MHz
2026/09/23 04:06:14.358, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 60.52 W, 300.00 W, 54, 2505 MHz
2026/09/23 04:06:15.362, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 60.45 W, 300.00 W, 54, 2505 MHz
2026/09/23 04:06:16.363, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 60.62 W, 300.00 W, 53, 2505 MHz
2026/09/23 04:06:17.363, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 60.88 W, 300.00 W, 53, 2505 MHz
2026/09/23 04:06:18.364, 0, 0 %, 0 %, 1183 MiB, 49140 MiB, 67.73 W, 300.00 W, 54, 2505 MHz
2026/09/23 04:06:19.364, 0, 3 %, 0 %, 2171 MiB, 49140 MiB, 79.35 W, 300.00 W, 54, 2505 MHz
2026/09/23 04:06:20.364, 0, 0 %, 0 %, 2171 MiB, 49140 MiB, 73.70 W, 300.00 W, 53, 2505 MHz
2026/09/23 04:06:21.365, 0, 0 %, 0 %, 2293 MiB, 49140 MiB, 65.61 W, 300.00 W, 53, 2505 MHz
2026/09/23 04:06:22.365, 0, 0 %, 0 %, 2385 MiB, 49140 MiB, 73.66 W, 300.00 W, 53, 2760 MHz
2026/09/23 04:06:23.366, 0, 0 %, 0 %, 2085 MiB, 49140 MiB, 87.33 W, 300.00 W, 53, 2760 MHz
2026/09/23 04:06:24.366, 0, 0 %, 0 %, 2055 MiB, 49140 MiB, 74.24 W, 300.00 W, 53, 2505 MHz
2026/09/23 04:06:25.367, 0, 0 %, 0 %, 2105 MiB, 49140 MiB, 67.65 W, 300.00 W, 53, 2640 MHz
2026/09/23 04:06:26.367, 0, 0 %, 0 %, 2013 MiB, 49140 MiB, 73.53 W, 300.00 W, 53, 2640 MHz
2026/09/23 04:06:27.368, 0, 0 %, 0 %, 2035 MiB, 49140 MiB, 67.23 W, 300.00 W, 52, 2505 MHz
2026/09/23 04:06:28.368, 0, 0 %, 0 %, 1959 MiB, 49140 MiB, 63.31 W, 300.00 W, 52, 2505 MHz
2026/09/23 04:06:29.369, 0, 0 %, 0 %, 1959 MiB, 49140 MiB, 63.03 W, 300.00 W, 52, 2505 MHz
2026/09/23 04:06:30.369, 0, 0 %, 0 %, 1985 MiB, 49140 MiB, 60.89 W, 300.00 W, 52, 2505 MHz
2026/09/23 04:06:31.370, 0, 0 %, 0 %, 1943 MiB, 49140 MiB, 62.22 W, 300.00 W, 53, 2505 MHz
2026/09/23 04:06:32.370, 0, 0 %, 0 %, 1943 MiB, 49140 MiB, 61.72 W, 300.00 W, 52, 2505 MHz
2026/09/23 04:06:33.371, 0, 0 %, 0 %, 1943 MiB, 49140 MiB, 60.62 W, 300.00 W, 52, 2505 MHz
2026/09/23 04:06:34.371, 0, 0 %, 0 %, 1945 MiB, 49140 MiB, 61.58 W, 300.00 W, 53, 2505 MHz
2026/09/23 04:06:35.372, 0, 0 %, 0 %, 1945 MiB, 49140 MiB, 61.77 W, 300.00 W, 51, 2505 MHz
2026/09/23 04:06:36.372, 0, 0 %, 0 %, 1943 MiB, 49140 MiB, 60.35 W, 300.00 W, 51, 2505 MHz
2026/09/23 04:06:37.372, 0, 0 %, 0 %, 1943 MiB, 49140 MiB, 59.89 W, 300.00 W, 51, 2505 MHz
2026/09/23 04:06:38.373, 0, 0 %, 0 %, 1943 MiB, 49140 MiB, 59.76 W, 300.00 W, 51, 2505 MHz
2026/09/23 04:06:39.373, 0, 0 %, 0 %, 1943 MiB, 49140 MiB, 59.72 W, 300.00 W, 51, 2505 MHz
2026/09/23 04:06:40.374, 0, 2 %, 0 %, 1989 MiB, 49140 MiB, 60.88 W, 300.00 W, 51, 2505 MHz
2026/09/23 04:06:41.374, 0, 11 %, 4 %, 2283 MiB, 49140 MiB, 65.61 W, 300.00 W, 51, 2505 MHz
