timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 01:54:33.332, 0, 0 %, 0 %, 2489 MiB, 49140 MiB, 58.01 W, 300.00 W, 39, 2505 MHz
2026/09/23 01:54:34.333, 0, 0 %, 0 %, 2443 MiB, 49140 MiB, 56.99 W, 300.00 W, 39, 2505 MHz
2026/09/23 01:54:35.333, 0, 0 %, 0 %, 2443 MiB, 49140 MiB, 54.98 W, 300.00 W, 39, 2505 MHz
2026/09/23 01:54:36.334, 0, 0 %, 0 %, 2443 MiB, 49140 MiB, 56.49 W, 300.00 W, 40, 2505 MHz
2026/09/23 01:54:37.334, 0, 0 %, 0 %, 2443 MiB, 49140 MiB, 56.15 W, 300.00 W, 40, 2505 MHz
2026/09/23 01:54:38.335, 0, 0 %, 0 %, 2443 MiB, 49140 MiB, 63.11 W, 300.00 W, 40, 2505 MHz
2026/09/23 01:54:39.335, 0, 0 %, 0 %, 2443 MiB, 49140 MiB, 55.82 W, 300.00 W, 40, 2505 MHz
2026/09/23 01:54:40.336, 0, 0 %, 0 %, 2947 MiB, 49140 MiB, 99.82 W, 300.00 W, 40, 2775 MHz
2026/09/23 01:54:41.336, 0, 38 %, 45 %, 2379 MiB, 49140 MiB, 107.30 W, 300.00 W, 41, 2775 MHz
2026/09/23 01:54:42.337, 0, 94 %, 100 %, 2379 MiB, 49140 MiB, 134.77 W, 300.00 W, 44, 2775 MHz
2026/09/23 01:54:43.338, 0, 97 %, 100 %, 3507 MiB, 49140 MiB, 203.36 W, 300.00 W, 44, 2775 MHz
2026/09/23 01:54:44.339, 0, 89 %, 79 %, 3507 MiB, 49140 MiB, 240.88 W, 300.00 W, 49, 2535 MHz
2026/09/23 01:54:45.339, 0, 79 %, 71 %, 3507 MiB, 49140 MiB, 257.31 W, 300.00 W, 49, 2400 MHz
2026/09/23 01:54:46.340, 0, 88 %, 79 %, 3507 MiB, 49140 MiB, 265.94 W, 300.00 W, 50, 2460 MHz
2026/09/23 01:54:47.341, 0, 92 %, 82 %, 3507 MiB, 49140 MiB, 268.53 W, 300.00 W, 49, 2460 MHz
2026/09/23 01:54:48.341, 0, 91 %, 82 %, 3507 MiB, 49140 MiB, 267.68 W, 300.00 W, 51, 2760 MHz
2026/09/23 01:54:49.342, 0, 87 %, 77 %, 3507 MiB, 49140 MiB, 265.03 W, 300.00 W, 51, 2415 MHz
2026/09/23 01:54:50.343, 0, 92 %, 83 %, 3507 MiB, 49140 MiB, 271.77 W, 300.00 W, 52, 2550 MHz
2026/09/23 01:54:51.344, 0, 85 %, 75 %, 3507 MiB, 49140 MiB, 263.08 W, 300.00 W, 52, 2490 MHz
2026/09/23 01:54:52.345, 0, 91 %, 83 %, 3507 MiB, 49140 MiB, 262.97 W, 300.00 W, 53, 2520 MHz
2026/09/23 01:54:53.346, 0, 93 %, 81 %, 3507 MiB, 49140 MiB, 264.27 W, 300.00 W, 53, 2535 MHz
2026/09/23 01:54:54.346, 0, 93 %, 83 %, 3507 MiB, 49140 MiB, 274.70 W, 300.00 W, 54, 2610 MHz
2026/09/23 01:54:55.347, 0, 91 %, 80 %, 3507 MiB, 49140 MiB, 233.11 W, 300.00 W, 49, 2760 MHz
2026/09/23 01:54:56.348, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 107.69 W, 300.00 W, 48, 2760 MHz
2026/09/23 01:54:57.348, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 71.86 W, 300.00 W, 47, 2505 MHz
2026/09/23 01:54:58.349, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 64.52 W, 300.00 W, 47, 2505 MHz
2026/09/23 01:54:59.349, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 57.34 W, 300.00 W, 47, 2505 MHz
2026/09/23 01:55:00.349, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 57.33 W, 300.00 W, 47, 2505 MHz
2026/09/23 01:55:01.350, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 57.32 W, 300.00 W, 46, 2505 MHz
