timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 17:06:24.848, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 78.07 W, 300.00 W, 56, 2505 MHz
2026/09/23 17:06:25.853, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 72.49 W, 300.00 W, 56, 2505 MHz
2026/09/23 17:06:26.853, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 67.71 W, 300.00 W, 56, 2505 MHz
2026/09/23 17:06:27.854, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 63.18 W, 300.00 W, 56, 645 MHz
2026/09/23 17:06:28.854, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 37.23 W, 300.00 W, 54, 300 MHz
2026/09/23 17:06:29.855, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 54.74 W, 300.00 W, 55, 2505 MHz
2026/09/23 17:06:30.855, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 62.85 W, 300.00 W, 55, 2505 MHz
2026/09/23 17:06:31.856, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 62.17 W, 300.00 W, 55, 2505 MHz
2026/09/23 17:06:32.857, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 61.86 W, 300.00 W, 54, 2505 MHz
2026/09/23 17:06:33.857, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 61.67 W, 300.00 W, 54, 2505 MHz
2026/09/23 17:06:34.858, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 62.03 W, 300.00 W, 54, 2505 MHz
2026/09/23 17:06:35.858, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 61.97 W, 300.00 W, 54, 2505 MHz
2026/09/23 17:06:36.859, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 61.00 W, 300.00 W, 54, 2505 MHz
2026/09/23 17:06:37.859, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 60.86 W, 300.00 W, 54, 2505 MHz
2026/09/23 17:06:38.860, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 60.79 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:06:39.860, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 60.54 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:06:40.860, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 60.83 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:06:41.861, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 60.49 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:06:42.861, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 60.40 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:06:43.862, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 60.31 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:06:44.862, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 60.20 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:06:45.863, 0, 0 %, 0 %, 647 MiB, 49140 MiB, 60.07 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:06:46.863, 0, 0 %, 0 %, 3273 MiB, 49140 MiB, 59.85 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:06:47.864, 0, 32 %, 30 %, 2489 MiB, 49140 MiB, 130.41 W, 300.00 W, 56, 2745 MHz
2026/09/23 17:06:48.865, 0, 69 %, 60 %, 2623 MiB, 49140 MiB, 175.51 W, 300.00 W, 55, 2745 MHz
2026/09/23 17:06:49.865, 0, 57 %, 64 %, 7879 MiB, 49140 MiB, 161.45 W, 300.00 W, 58, 2745 MHz
2026/09/23 17:06:50.866, 0, 92 %, 89 %, 5571 MiB, 49140 MiB, 196.96 W, 300.00 W, 54, 2745 MHz
2026/09/23 17:06:51.866, 0, 0 %, 0 %, 5571 MiB, 49140 MiB, 77.68 W, 300.00 W, 54, 2745 MHz
2026/09/23 17:06:52.867, 0, 0 %, 0 %, 5571 MiB, 49140 MiB, 97.45 W, 300.00 W, 54, 2745 MHz
2026/09/23 17:06:53.867, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 77.12 W, 300.00 W, 54, 2745 MHz
2026/09/23 17:06:54.868, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 117.99 W, 300.00 W, 55, 2760 MHz
2026/09/23 17:06:55.869, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 96.05 W, 300.00 W, 54, 2760 MHz
2026/09/23 17:06:56.870, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 75.73 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:06:57.870, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 67.13 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:06:58.870, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 58.87 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:06:59.871, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 59.07 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:07:00.871, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 59.08 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:07:01.872, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 58.95 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:07:02.876, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 58.88 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:07:03.877, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 59.01 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:07:04.877, 0, 0 %, 0 %, 5575 MiB, 49140 MiB, 59.06 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:07:05.878, 0, 0 %, 0 %, 5577 MiB, 49140 MiB, 59.10 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:07:06.878, 0, 0 %, 0 %, 5579 MiB, 49140 MiB, 62.98 W, 300.00 W, 52, 2505 MHz
2026/09/23 17:07:07.879, 0, 0 %, 0 %, 6003 MiB, 49140 MiB, 66.85 W, 300.00 W, 53, 2505 MHz
2026/09/23 17:07:08.879, 0, 0 %, 0 %, 6319 MiB, 49140 MiB, 114.53 W, 300.00 W, 52, 2760 MHz
2026/09/23 17:07:09.880, 0, 34 %, 3 %, 5267 MiB, 49140 MiB, 103.08 W, 300.00 W, 52, 2760 MHz
2026/09/23 17:07:10.880, 0, 100 %, 64 %, 5163 MiB, 49140 MiB, 107.95 W, 300.00 W, 52, 2760 MHz
2026/09/23 17:07:11.881, 0, 54 %, 27 %, 8405 MiB, 49140 MiB, 85.24 W, 300.00 W, 52, 2760 MHz
2026/09/23 17:07:12.881, 0, 35 %, 27 %, 5479 MiB, 49140 MiB, 86.57 W, 300.00 W, 52, 2760 MHz
