timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 07:13:02.918, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 72.11 W, 300.00 W, 56, 2505 MHz
2026/09/23 07:13:03.923, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 66.28 W, 300.00 W, 56, 2505 MHz
2026/09/23 07:13:04.924, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 45.46 W, 300.00 W, 55, 450 MHz
2026/09/23 07:13:05.924, 0, 0 %, 0 %, 0 MiB, 49140 MiB, 40.19 W, 300.00 W, 54, 315 MHz
2026/09/23 07:13:06.924, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 32.37 W, 300.00 W, 54, 210 MHz
2026/09/23 07:13:07.925, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 55.46 W, 300.00 W, 54, 2505 MHz
2026/09/23 07:13:08.925, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 61.65 W, 300.00 W, 54, 2505 MHz
2026/09/23 07:13:09.926, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 61.41 W, 300.00 W, 54, 2505 MHz
2026/09/23 07:13:10.932, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 61.29 W, 300.00 W, 54, 2505 MHz
2026/09/23 07:13:11.932, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 61.52 W, 300.00 W, 54, 2505 MHz
2026/09/23 07:13:12.933, 0, 0 %, 0 %, 633 MiB, 49140 MiB, 61.47 W, 300.00 W, 54, 2505 MHz
2026/09/23 07:13:13.933, 0, 0 %, 0 %, 635 MiB, 49140 MiB, 61.04 W, 300.00 W, 54, 2505 MHz
2026/09/23 07:13:14.934, 0, 1 %, 0 %, 1347 MiB, 49140 MiB, 64.30 W, 300.00 W, 54, 2505 MHz
2026/09/23 07:13:15.934, 0, 5 %, 0 %, 2701 MiB, 49140 MiB, 98.98 W, 300.00 W, 57, 2745 MHz
2026/09/23 07:13:16.935, 0, 6 %, 0 %, 2709 MiB, 49140 MiB, 102.97 W, 300.00 W, 54, 2745 MHz
2026/09/23 07:13:17.935, 0, 0 %, 0 %, 2879 MiB, 49140 MiB, 85.39 W, 300.00 W, 54, 2745 MHz
2026/09/23 07:13:18.936, 0, 0 %, 0 %, 3007 MiB, 49140 MiB, 80.45 W, 300.00 W, 54, 2745 MHz
2026/09/23 07:13:19.936, 0, 0 %, 0 %, 2585 MiB, 49140 MiB, 93.20 W, 300.00 W, 54, 2745 MHz
2026/09/23 07:13:20.937, 0, 0 %, 0 %, 2543 MiB, 49140 MiB, 82.08 W, 300.00 W, 54, 2745 MHz
2026/09/23 07:13:21.937, 0, 0 %, 0 %, 2613 MiB, 49140 MiB, 82.43 W, 300.00 W, 54, 2670 MHz
2026/09/23 07:13:22.938, 0, 0 %, 0 %, 2485 MiB, 49140 MiB, 79.93 W, 300.00 W, 54, 2670 MHz
2026/09/23 07:13:23.938, 0, 0 %, 0 %, 2485 MiB, 49140 MiB, 71.29 W, 300.00 W, 53, 2505 MHz
2026/09/23 07:13:24.939, 0, 0 %, 0 %, 2549 MiB, 49140 MiB, 65.27 W, 300.00 W, 53, 2505 MHz
2026/09/23 07:13:25.939, 0, 0 %, 0 %, 2409 MiB, 49140 MiB, 64.55 W, 300.00 W, 53, 2505 MHz
2026/09/23 07:13:26.940, 0, 0 %, 0 %, 2443 MiB, 49140 MiB, 65.26 W, 300.00 W, 52, 2505 MHz
2026/09/23 07:13:27.940, 0, 0 %, 0 %, 2387 MiB, 49140 MiB, 66.74 W, 300.00 W, 52, 2505 MHz
2026/09/23 07:13:28.941, 0, 0 %, 0 %, 2387 MiB, 49140 MiB, 61.45 W, 300.00 W, 52, 2505 MHz
2026/09/23 07:13:29.941, 0, 0 %, 0 %, 2433 MiB, 49140 MiB, 63.82 W, 300.00 W, 52, 2505 MHz
2026/09/23 07:13:30.942, 0, 0 %, 0 %, 2387 MiB, 49140 MiB, 62.72 W, 300.00 W, 52, 2505 MHz
2026/09/23 07:13:31.942, 0, 2 %, 0 %, 2387 MiB, 49140 MiB, 60.64 W, 300.00 W, 52, 2505 MHz
2026/09/23 07:13:32.943, 0, 0 %, 0 %, 2367 MiB, 49140 MiB, 61.67 W, 300.00 W, 52, 2505 MHz
2026/09/23 07:13:33.943, 0, 0 %, 0 %, 2367 MiB, 49140 MiB, 60.61 W, 300.00 W, 52, 2505 MHz
2026/09/23 07:13:34.944, 0, 0 %, 0 %, 2367 MiB, 49140 MiB, 60.72 W, 300.00 W, 51, 2505 MHz
2026/09/23 07:13:35.945, 0, 2 %, 0 %, 2411 MiB, 49140 MiB, 62.19 W, 300.00 W, 51, 2505 MHz
2026/09/23 07:13:36.945, 0, 24 %, 17 %, 2817 MiB, 49140 MiB, 72.19 W, 300.00 W, 51, 2505 MHz
2026/09/23 07:13:37.946, 0, 0 %, 0 %, 3563 MiB, 49140 MiB, 79.56 W, 300.00 W, 56, 2475 MHz
2026/09/23 07:13:38.947, 0, 85 %, 74 %, 3563 MiB, 49140 MiB, 265.11 W, 300.00 W, 59, 2415 MHz
